file,path,year,page,theme,term,quote
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,Emission Source Emission Source Type Emission Factor Employed Scope 1 Natural Gas GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Hi-sene GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Diesel GHG Protocol Emission Factors ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,Emission Source Emission Source Type Emission Factor Employed Scope 1 Natural Gas GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Hi-sene GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Diesel GHG Protocol Emission Factors ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,Emission Source Emission Source Type Emission Factor Employed Scope 1 Natural Gas GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Hi-sene GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Diesel GHG Protocol Emission Factors ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,sion Source Emission Source Type Emission Factor Employed Scope 1 Natural Gas GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Hi-sene GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Diesel GHG Protocol Emission Factors ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Hi-sene GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Diesel GHG Protocol Emission Factors from Cross-Sector Tools March 2017 Scope 1 Propane GHG Protocol Emission Factors from ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,"Cross-Sector Tools March 2017 Scope 1 Fugitive emissions from refrigerant gas lossIntergovernmental Panel on Climate Change (IPCC) Fifth Assessment Report published in 2014; EPA’s Direct Fugitive Emissions from Refrigeration, Air Conditioning, Fire Suppression, and Industrial Gases published in 2014 Scope ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,166,climate,\bGHG Protocol\b,"mix factors, and a regional/ national grid mix factor, NIKE applies a protocol that covers all countries globally. This global protocol serves as a catch-all for any sites that haven’t obtained an emission factor from a more granular source in ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,173,climate,\bscope\s*1\b,he validity of the insights the data provides. We understand that we must adapt and be nimble to keep pace with broadening data sets and emerging standards. We continue to focus on the internal controls in our sustainability data processes ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,173,climate,\bscope\s*1\b,"rgets. As a result, in many cases, FY20 values disclosed in the FY20 NIKE Impact Report differ from those provided in this report, reflecting the more inclusive measurement scope in our most current targets. COVID-19 Methodology Estimation methodology for FY20 ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,173,climate,\bscope\s*3\b,ust adapt and be nimble to keep pace with broadening data sets and emerging standards. We continue to focus on the internal controls in our sustainability data processes and systems. We have obtained external assurance on select reported metrics (Scope ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,176,climate,\bscope\s*1\b,oach103-1 Explanation of the material topic and its BoundariesIssue Prioritization: pages 138–141 Carbon: pages 84–103 103-2 The management approach and its componentsCarbon: pages 84–103 103-3 Evaluation of the management approachCarbon: pages 84–103 PwC Assurance Report: page 159 GRI 305: Emissions305-1 ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,176,climate,\bscope\s*2\b,"pages 84–103 103-2 The management approach and its componentsCarbon: pages 84–103 103-3 Evaluation of the management approachCarbon: pages 84–103 PwC Assurance Report: page 159 GRI 305: Emissions305-1 Direct (Scope 1) GHG emissionsCarbon: pages 84–103 Data Tables, Planet: pages 151–1578 305-2 ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,176,climate,\bscope\s*3\b,"management approachCarbon: pages 84–103 PwC Assurance Report: page 159 GRI 305: Emissions305-1 Direct (Scope 1) GHG emissionsCarbon: pages 84–103 Data Tables, Planet: pages 151–1578 305-2 Energy indirect (Scope 2) GHG emissionsCarbon: pages 84–103 Data Tables, Planet: pages 151–1578 305-3 Other ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*1\b,"o kWhe using net calorific value of the direct fuels consumed, including transportation fuels. Emissions data for HFCs, PFCs and SF 6 are not reported. NIKE has phased out SF 6 and therefore doesn’t have SF 6 emissions. Emissions for ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*1\b,"transportation fuels. Emissions data for HFCs, PFCs and SF 6 are not reported. NIKE has phased out SF 6 and therefore doesn’t have SF 6 emissions. Emissions for other greenhouse gases are either not relevant, immaterial or data is not ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*1\b,"issions. Emissions for other greenhouse gases are either not relevant, immaterial or data is not available. Scope 1 and 2 For information on direct and indirect energy consumption, Scope 1 and 2 emissions and the Scope 3 emissions accounting standard ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*1\b,"is not available. Scope 1 and 2 For information on direct and indirect energy consumption, Scope 1 and 2 emissions and the Scope 3 emissions accounting standard used, see the Management Assertion letter. Additional breakdowns of Scope 1 and 2 ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*1\b,", Scope 1 and 2 emissions and the Scope 3 emissions accounting standard used, see the Management Assertion letter. Additional breakdowns of Scope 1 and 2 emissions are shown below. FY21 Fuel & Electricity Consumption (MWh) & Scope 1 & ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*2\b,tter. Additional breakdowns of Scope 1 and 2 emissions are shown below. FY21 Fuel & Electricity Consumption (MWh) & Scope 1 & 2 Emissions (Metric Tons CO 2e) by Country Country/RegionFuel Consumed (MWh)Scope 1 (Metric Tons CO 2e)Grid Electricity (MWh)Onsite ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*2\b,2 emissions are shown below. FY21 Fuel & Electricity Consumption (MWh) & Scope 1 & 2 Emissions (Metric Tons CO 2e) by Country Country/RegionFuel Consumed (MWh)Scope 1 (Metric Tons CO 2e)Grid Electricity (MWh)Onsite Solar (MWh)Onsite Wind (MWh)Location-Based Scope 2 (Metric ...
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,177,climate,\bscope\s*3\b,"data for HFCs, PFCs and SF 6 are not reported. NIKE has phased out SF 6 and therefore doesn’t have SF 6 emissions. Emissions for other greenhouse gases are either not relevant, immaterial or data is not available. Scope 1 ..."
FY21_NIKE-Impact-Report.pdf,2021/FY21_NIKE-Impact-Report.pdf,2021,179,climate,\bscope\s*1\b,"FY21 Fuel Consumption by Fuel Type (MWh) Natural Gas 195,206 Jet Fuel 5,534 Hi-Sene 2,930 Gasoline 840 Diesel 1,714 Propane 253 Total 206,477FY21 Scope 1 Emissions by Gas (Metric Tons CO 2e) CH4 109 CO2 42,223 N2O 25 Refrigerant CO ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,61,product,\btraceab\w*\b,"exit the region.5 Nike's long leadership in supply chain transparency is evidenced by its manufacturing map, robust policies, and industry collaboration. The company has acknowledged concerns regarding reports of forced labor in the Uyghur Region, stated it does not directly ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,61,product,\btraceab\w*\b,"exit the region.5 Nike's long leadership in supply chain transparency is evidenced by its manufacturing map, robust policies, and industry collaboration. The company has acknowledged concerns regarding reports of forced labor in the Uyghur Region, stated it does not directly ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,62,product,\btraceab\w*\b,"exit the region.5 Nike's long leadership in supply chain transparency is evidenced by its manufacturing map, robust policies, and industry collaboration. The company has acknowledged concerns regarding reports of forced labor in the Uyghur Region, stated it does not directly ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,62,product,\btraceab\w*\b,"exit the region.5 Nike's long leadership in supply chain transparency is evidenced by its manufacturing map, robust policies, and industry collaboration. The company has acknowledged concerns regarding reports of forced labor in the Uyghur Region, stated it does not directly ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,63,product,\btraceab\w*\b,"an rights, and global community and social impact, and provides oversight of management's efforts to ensure that the Company's dedication to sustainability (including environmental sustainability and human rights) is reflected in our business operations. While NIKE does not directly source ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,63,product,\btraceab\w*\b,"and human rights) is reflected in our business operations. While NIKE does not directly source cotton or raw materials, traceability at the raw materials level is an area of ongoing focus and board oversight. We are working closely with our ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,63,product,\btraceab\w*\b,"an rights, and global community and social impact, and provides oversight of management's efforts to ensure that the Company's dedication to sustainability (including environmental sustainability and human rights) is reflected in our business operations. While NIKE does not directly source ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,63,product,\btraceab\w*\b,"and human rights) is reflected in our business operations. While NIKE does not directly source cotton or raw materials, traceability at the raw materials level is an area of ongoing focus and board oversight. We are working closely with our ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,64,product,\btraceab\w*\b,"an rights, and global community and social impact, and provides oversight of management's efforts to ensure that the Company's dedication to sustainability (including environmental sustainability and human rights) is reflected in our business operations. While NIKE does not directly source ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,64,product,\btraceab\w*\b,"and human rights) is reflected in our business operations. While NIKE does not directly source cotton or raw materials, traceability at the raw materials level is an area of ongoing focus and board oversight. We are working closely with our ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,64,product,\btraceab\w*\b,"an rights, and global community and social impact, and provides oversight of management's efforts to ensure that the Company's dedication to sustainability (including environmental sustainability and human rights) is reflected in our business operations. While NIKE does not directly source ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,64,product,\btraceab\w*\b,"and human rights) is reflected in our business operations. While NIKE does not directly source cotton or raw materials, traceability at the raw materials level is an area of ongoing focus and board oversight. We are working closely with our ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,87,waste,\brecyclab\w*\b,"n. For example, there has been increased focus by governmental and non-governmental organizations, consumers, customers, employees and other stakeholders on products that are sustainably made and other sustainability matters, including responsible sourcing and deforestation, the use of plastic, energy and ..."
NikeInc_2022_Annual_Report.pdf,2022/NikeInc_2022_Annual_Report.pdf,2022,88,waste,\brecyclab\w*\b,"n. For example, there has been increased focus by governmental and non-governmental organizations, consumers, customers, employees and other stakeholders on products that are sustainably made and other sustainability matters, including responsible sourcing and deforestation, the use of plastic, energy and ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,62,water,\bwastewater\b,"ting ApproachAppendix Introduction Target Progression 81 FY22 NIKE, Inc. Impact ReportPeople Planet We assess Foundational Expectations through verified Social & Labor Convergence Program (SLCP) assessments, Higg Facility Environmental Module (Higg FEM) assessments and Zero Discharge of Hazardous Chemicals (ZDHC) wastewater ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,64,water,\bwastewater\b,"67 6 EMEA 32,428 846 3,066 36,340 3 N Asia 113,272 61,449 3,985 178,706 14 S Asia 380,730 31,079 394 412,203 32 SE Asia 541,811 57,260 49 599,120 46 Total 1,127,963 154,632 21,241 1,303,836 Audit Counts Tier 1 Tier 2 ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,71,climate,\bscope\s*1\b,"3,15278% FY22   75,76893%22 2025 Target10 0 % 2025 Target %We focus internal planning and resources toward supporting new renewable electricity project development. We continue to build our experience and expertise in the renewables space while supporting our supply ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,72,climate,\bscope\s*1\b,"contracts, and by securing unbundled Energy Attribute Certificates (EACs) in select markets as a bridge solution.Due to our renewable electricity procurement, Scope 2 market-based emissions have dropped significantly. At baseline, Scope 2 emissions comprised 75% of this target; in FY22 ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,72,climate,\bscope\s*2\b,"through power purchase agreements (PPAs), virtual power purchase agreements (VPPAs), onsite projects at six distribution centers, green power purchasing contracts, and by securing unbundled Energy Attribute Certificates (EACs) in select markets as a bridge solution.Due to our renewable electricity procurement, ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,72,climate,\bscope\s*2\b,"nts (VPPAs), onsite projects at six distribution centers, green power purchasing contracts, and by securing unbundled Energy Attribute Certificates (EACs) in select markets as a bridge solution.Due to our renewable electricity procurement, Scope 2 market-based emissions have dropped significantly. At ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,72,climate,\bscope\s*2\b,"ng unbundled Energy Attribute Certificates (EACs) in select markets as a bridge solution.Due to our renewable electricity procurement, Scope 2 market-based emissions have dropped significantly. At baseline, Scope 2 emissions comprised 75% of this target; in FY22 for the first ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,77,climate,\bscope\s*3\b,"rbon Greenhouse gas emissions from key suppliers’ manufacturing and transportation operations will be at or below 2020 levels through use of renewable energy, energy efficiency and alternative fuels Quantitative Target Reducing emissions from manufacturing and transportation is critical for NIKE ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,80,product,\btraceab\w*\b,"where they exist. In FY22, through collaboration with the Clean Energy Investment Accelerator (CEIA), NIKE helped facilitate a bundled Renewable Energy Certificate (REC) agreement between Indonesia’s state-owned electricity company and local suppliers. The program enables suppliers to purchase a verified ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,81,climate,\bscope\s*1\b,"am (SCAP) is a critical component of supplier engagement work, supporting ambitious climate action for new layers of the supply chain. Eleven manufacturing suppliers belonging to the Supplier Sustainability Council (SSC) in FY22 accounted for up to 65% of strategic ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,81,climate,\bscope\s*2\b,"a critical component of supplier engagement work, supporting ambitious climate action for new layers of the supply chain. Eleven manufacturing suppliers belonging to the Supplier Sustainability Council (SSC) in FY22 accounted for up to 65% of strategic supplier emissions. These ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*1\b,"ss grows. While our FY25 targets are designed to support our progress toward our SBTs, achieving our FY25 targets doesn’t guarantee successfully achieving our FY30 SBTs. This highlights the criticality of deepening our work beyond the areas covered by our ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*1\b,"ts are designed to support our progress toward our SBTs, achieving our FY25 targets doesn’t guarantee successfully achieving our FY30 SBTs. This highlights the criticality of deepening our work beyond the areas covered by our FY25 targets in order to ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*1\b,"yond the areas covered by our FY25 targets in order to accomplish our SBTs.PERFORMANCE Scope 1 and 2 We have met our Scope 1 and 2 SBT several years early. However, we know that maintaining these emissions reductions requires ongoing ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*1\b,"realizing the carbon reductions due to strategies and investments made since the announcement of our SBT. While we continue to see an increase in emissions against the FY15 baseline, this growth has slowed, as seen in our year-over- year reduction, ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*2\b,"l gas, leveraging our internal sustainable fuels policy to enable consistency in decision-making. At 93% renewable electricity adoption (+79 percentage points compared to our FY15 baseline) via onsite solar and wind, power purchase agreements and unbundled Renewable Energy Credits, we’ve ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*3\b,"and wind, power purchase agreements and unbundled Renewable Energy Credits, we’ve seen an 89% decrease in Scope 2 emissions against our baseline (and a 67% decrease versus FY21). We continue to explore options to expand our renewable electricity portfolio to ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,89,climate,\bscope\s*3\b,"since the announcement of our SBT. While we continue to see an increase in emissions against the FY15 baseline, this growth has slowed, as seen in our year-over- year reduction, indicating the impact of our long-term decarbonization efforts. Scope 1 ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,90,climate,\bscope\s*3\b,"Play Our Reporting ApproachAppendix Introduction Target Progression 109 FY22 NIKE, Inc. Impact ReportPeople Planet Planet FY30 Science-Based Targets Scope 3 Performance vs. Baseline Growth in our product offering (i.e., units) remains a primary driver in our emissions rising against the ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,90,climate,\bscope\s*3\b,"(e.g., knitting, weaving, leather tanning and non- woven manufacturing) rather than solely relying on estimated data using general lifecycle assessment (LCA) emission factors. Additionally, we’ve seen emissions from logistics continue to drop as inbound air freight remains at near-historic lows ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,90,product,\bLCA\b,"ials dyeing and finishing suppliers. This has resulted in the ability to leverage direct measurements of energy consumption in textile manufacturing operations (e.g., knitting, weaving, leather tanning and non- woven manufacturing) rather than solely relying on estimated data using general ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,91,climate,\bscope\s*1\b,"SBT Footprint FY15-22 (Metric Tons CO 2e) Scope 1 Scope 2 Scope 3 35,264 | 228,770 | 9,219,28237,325 | 225,853 | 9,433,17740,138 | 224,511 | 9,947,16441,941 | 210,321 | 10,269,81146,713 | 105,390 | 10,737,01652,312 | 160,840 | 11,604,11846,462 | 76,420 ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,91,climate,\bscope\s*2\b,"SBT Footprint FY15-22 (Metric Tons CO 2e) Scope 1 Scope 2 Scope 3 35,264 | 228,770 | 9,219,28237,325 | 225,853 | 9,433,17740,138 | 224,511 | 9,947,16441,941 | 210,321 | 10,269,81146,713 | 105,390 | 10,737,01652,312 | 160,840 | 11,604,11846,462 | 76,420 ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,91,climate,\bscope\s*3\b,"SBT Footprint FY15-22 (Metric Tons CO 2e) Scope 1 Scope 2 Scope 3 35,264 | 228,770 | 9,219,28237,325 | 225,853 | 9,433,17740,138 | 224,511 | 9,947,16441,941 | 210,321 | 10,269,81146,713 | 105,390 | 10,737,01652,312 | 160,840 | 11,604,11846,462 | 76,420 ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,94,waste,\brecyclab\w*\b,"nce, service, quality, and sustainability. As a result, we constantly challenge ourselves on our waste steams to first reduce and then, once optimized, recycle. At over 90%, corrugated cardboard used for product packaging continues to be the primary waste driver ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,96,waste,\brecyclab\w*\b,"ester, must be found. We are working to identify and scale promising technologies in our key manufacturing geographies as part of our long-term strategy. Footwear Our strategy for closing the loop on footwear materials is two-pronged, with a near-term focus ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,97,waste,\bpost[-\s]?consumer\b,"d launched sales through Apple, Verizon and other tech accessories distributors.Planet Waste Nike Grind Footwear Waste Volumes Recycled (Metric Tons) Waste Source Disposition Method FY20 FY21 FY22 Post-Industrial (Factory Scrap) Reused in NIKE Products and Recycled by Global Open Loop ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,98,waste,\brecyclab\w*\b,"f distribution center waste, cardboard accounted for 94% of that waste. We aim to drive higher and more consistent recycling across all distribution centers. We are focused on understanding the composition of waste that’s not being recycled and improving waste ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,98,waste,\brecyclab\w*\b,"ert 28 metric tons from landfill. By introducing programs that make recycling and landfill diversion easier, we tap into the potential of our NIKE employees.Not surprisingly, returning to campus more than doubled the waste at WHQ on a quarter-over-quarter basis. ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,r part to reduce their freshwater use. We collaborated with suppliers to establish freshwater reduction-targets that will help us reach our 2025 target. 3 Build Capability among suppliers so they are executing their freshwater- reduction targets using generally accepted best ...
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,"rom its FY20 baseline through several process- improvement strategies. The Tong Hong site consolidated its product order category and used higher-manufacturing-efficiency equipment to achieve the exact product specification, which resulted in reduction of water and energy usage. Also, the facility ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,"improvement strategies. The Tong Hong site consolidated its product order category and used higher-manufacturing-efficiency equipment to achieve the exact product specification, which resulted in reduction of water and energy usage. Also, the facility optimized the wastewater treatment system to produce ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,"t system to produce higher wastewater-reuse quality, which helped the site reduce its overall freshwater consumption by increasing the recycling rate. The Sadesa facility reduced its water intensity by 20.8% in FY22 from its FY20 baseline with investments in advanced ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,which helped the site reduce its overall freshwater consumption by increasing the recycling rate. The Sadesa facility reduced its water intensity by 20.8% in FY22 from its FY20 baseline with investments in advanced oxidation and recycling technologies in the wastewater ...
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,"e recycling rate. The Sadesa facility reduced its water intensity by 20.8% in FY22 from its FY20 baseline with investments in advanced oxidation and recycling technologies in the wastewater treatment plant. Since FY15, the number of wastewater-recycling installations has continued ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,105,water,\bwastewater\b,"the FY20 baseline for FY22. 57 Includes focus suppliers only. Focus suppliers represent key suppliers involved in the dyeing and/or finishing of materials, which directly support footwear and apparel finished product assembly. Responsible water management at Chang Shin’s footwear facility ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,110,water,\bPFAS\b,can be used across a variety of chemistry types.2025 Priority Chemical Phase-out Timelines FY21 FY22 FY23 FY24 FY25 Market access and fulfilling commitments Scale clean chemistry approaches with key suppliers to set a new bar Lead industry to integrate clean ...
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,111,water,\bPFAS\b,"Play Our Reporting ApproachAppendix Introduction Target Progression 130 FY22 NIKE, Inc. Impact ReportPeople Planet FY22 PROGRESS In FY22, we made significant progress toward our per- and polyfluoroalkyl substances (PFAS) phaseout in water- repellent finishes in all product engines. In 2017, ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,111,water,\bPFAS\b,"Impact ReportPeople Planet FY22 PROGRESS In FY22, we made significant progress toward our per- and polyfluoroalkyl substances (PFAS) phaseout in water- repellent finishes in all product engines. In 2017, we set a target to eliminate all Perfluorochemical-based finishes from our ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,111,water,\bPFAS\b,"roduct engines. In 2017, we set a target to eliminate all Perfluorochemical-based finishes from our product line. We have achieved our PFAS phaseout goal without sacrificing our high durability and performance standards or aesthetics. Throughout this phaseout, we completed thorough ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,111,water,\bPFAS\b,"ved our PFAS phaseout goal without sacrificing our high durability and performance standards or aesthetics. Throughout this phaseout, we completed thorough chemistry assessments on all PFAS alternatives to help us scale only better chemistry across the supply chain. We continue ..."
FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022/FY22-NIKE-Inc.-Impact-Report-compressed-1.pdf,2022,111,water,\bPFAS\b,eted thorough chemistry assessments on all PFAS alternatives to help us scale only better chemistry across the supply chain. We continue to track toward our goal of 100% PFAS-free durable water repellents through close collaboration with material and chemical suppliers. ...
