year,document,page,category,keyword,sentence,extracted_numbers,commitment_strength,contains_timeline,contains_percentage
2020,Nike_2020_Impact_Report.pdf,45,climate,scope 1,"Total Electricity (MWh) 485,086 536,316 575,214 608,321 603,551 641,509
Grid Electricity (MWh) 482,359 534,228 570,819 597,962 586,526 622,945 
Onsite Solar (MWh) 1,720 1,474 3,530 4,781 6,820 7,433 
Onsite Wind (MWh) 0 0 0 4,814 10,205 11,131 
Steam (MWh) 1,007 614 865 764 0 0
Location-Based (Metric Tons 
CO2e)250,582 262,436 287,277 259,46153258,17153270,00751
Market-Based (Metric Tons 
CO2e)228,770 225,853 224,511 210,32153209,06553159,26651 50  Scope 1: Direct emissions from owned or controlled sources","{'percentages': [], 'years': [], 'other_numbers': ['485086', '536316', '575214', '608321', '603551', '641509', '482359', '534228', '570819', '597962', '586526', '622945', '1720', '1474', '3530', '4781', '6820', '7433', '0', '0', '0', '4814', '10205', '11131', '1007', '614', '865', '764', '0', '0', '250582', '262436', '287277', '259461532581715327000751', '228770', '225853', '224511', '210321532090655315926651', '50', '1']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,45,climate,scope 2,"Scope 2: Indirect emissions from the 
generation of purchased energy","{'percentages': [], 'years': [], 'other_numbers': ['2']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,45,climate,scope 2,"Scope 3: All indirect emissions (both upstream and downstream 
emissions that are not included in Scope 2) that occur in the value chain","{'percentages': [], 'years': [], 'other_numbers': ['3', '2']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,46,circular,Move to Zero,"• As part of our Move to Zero employee challenge, we piloted electric  
truck transport between our WHQ campus employee store and its offsite  
back-of-house storage, removing carbon emissions from daily 
replenishment trips, as our WHQ campus sources 100% renewable  
energy for its electricity","{'percentages': [100.0], 'years': [], 'other_numbers': ['100']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,46,social,diversity,"This strategy also factors in preserving 
recreational public access, protecting drinking water and biodiversity, and 
supporting rural economies","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,46,climate,greenhouse gas,"The 
SCAP provides a management framework, which includes the following 
key elements:
• Development of a company-wide greenhouse gas (GHG) inventory
• Establishment of a science-based emissions target55 for Scope 1  
and Scope 2 emissions
• Public acknowledgement of climate-related information through  
CDP Supply Chain
• Collaboration with NIKE to explore climate-related risks and  
opportunities in the extended supply chain
Our nine largest finished goods and materials suppliers committed to  
SCAP in September of 2020","{'percentages': [], 'years': [2020], 'other_numbers': ['1', '2', '2020']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,46,product,low-carbon,"EMEA began requiring our line-haul contractors to use an 
alternative fuel mix containing at least 10% alternative fuels and activated 
the first end-to-end “low-carbon lane” for all digital consumers in the Grand 
Paris region, avoiding the use of fossil fuels from our European Logistics 
Campus (ELC) to end consumers","{'percentages': [10.0], 'years': [], 'other_numbers': ['10']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,47,climate,scope 3,"Energy Consumption Outside of the Organization (MWh) and Scope 3 Emissions (Metric Tons CO 2e)
FY15 FY16 FY17 FY18 FY19 FY20
Inbound Logistics58Energy (MWh) 3,554,077 2,749,917 3,737,175 3,547,651 3,844,630 3,978,508
Emissions  
(Metric Tons CO 2e)904,122 699,552 950,700 903,836 979,382 1,013,581
Outbound Logistics58Energy (MWh) 332,703 368,915 383,736 366,376 373,202 628,473
Emissions  
(Metric Tons CO 2e)88,644 98,292 102,241 96,507 98,250 164,68459
Footwear 
Manufacturing Energy (MWh) 2,154,045 2,209,104 2,226,619 2,205,108 2,350,514 2,382,039
Emissions  
(Metric Tons CO 2e)962,300 986,749 1,041,646 1,138,282 1,139,554 1,132,048
Apparel  
Manufacturing 
(Estimated) Energy (MWh) 283,000 292,000 311,000 329,000 347,000 364,000
Emissions (Metric 
Tons CO 2e)176,000 181,000 193,000 205,000 216,000 227,000
Equipment 
Manufacturing 
(Estimated)Energy (MWh) 205,000 206,000 176,000 186,000 190,000 176,000
Emissions  
(Metric Tons CO 2e)114,000 114,000 98,000 103,000 106,000 98,000
Textile Dyeing  
and Finishing Energy (MWh) 1,800,730 2,100,084 2,313,869 2,304,448 2,356,329 2,391,545
Emissions  
(Metric Tons CO 2e)542,089 635,676 703,731 693,518 711,558 727,447 
Distribution Centers
Energy use in our distribution centers continues to be a challenge, as more 
extreme temperatures require increased use of air conditioning and heating","{'percentages': [], 'years': [], 'other_numbers': ['3', '3554077', '2749917', '3737175', '3547651', '3844630', '3978508', '904122', '699552', '950700', '903836', '979382', '1013581', '332703', '368915', '383736', '366376', '373202', '628473', '88644', '98292', '102241', '96507', '98250', '16468459', '2154045', '2209104', '2226619', '2205108', '2350514', '2382039', '962300', '986749', '1041646', '1138282', '1139554', '1132048', '283000', '292000', '311000', '329000', '347000', '364000', '176000', '181000', '193000', '205000', '216000', '227000', '205000', '206000', '176000', '186000', '190000', '176000', '114000', '114000', '98000', '103000', '106000', '98000', '1800730', '2100084', '2313869', '2304448', '2356329', '2391545', '542089', '635676', '703731', '693518', '711558', '727447']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,47,climate,renewable energy,"Headquarters
In addition to making great progress toward our 100% renewable energy 
target, in FY20, we also pushed energy efficiency targets at our headquarters 
(HQs) globally","{'percentages': [100.0], 'years': [], 'other_numbers': ['100']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,47,climate,renewable energy,"We continue to invest in renewable energy transportation infrastructure at our 
HQ locations globally, including electric vehicle charging stations, accessibility 
to public transit, ride-sharing programs, increased bike storage, shower 
facilities, and other amenities to support sustainable commuting","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,48,climate,renewable energy,"Looking ahead,  
NIKE is committed to reaching 100% renewable energy in our owned  
or operated facilities by the end of FY25 and supporting contract  
factories to use clean energy solutions","{'percentages': [100.0], 'years': [], 'other_numbers': ['100']}",strong,False,True
2020,Nike_2020_Impact_Report.pdf,48,climate,renewable energy,"”
FY14/15 Sustainable Business Report
We highlighted energy efficiency and renewable energy as key levers to 
reduce carbon emissions in FY15","{'percentages': [], 'years': [], 'other_numbers': ['15']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,48,climate,emissions reduction,"In FY20, we achieved emissions reductions with one contract factory, who 
eliminated coal use and converted to biomass and natural gas for thermal 
energy","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,48,climate,emissions reduction,"Emissions reductions associated with thermal processes (often fueled 
by coal and gas) from materials manufacturing will be fundamental in reducing 
emissions from this segment of NIKE’s supply chain in the longer term","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,48,climate,renewable energy,"Other factors that slowed progress included the 
cost required to upgrade factories to more environmentally friendly energy 
sources and infancy of energy efficiency and renewable energy within 
the industry","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,49,climate,renewable energy,"Renewable Energy
Nike Owned or Operated Buildings
In 2015, NIKE signed on to RE100, committing to a target of 100% renewable 
electricity in our owned or operated spaces globally by 2025","{'percentages': [100.0], 'years': [2015, 2025], 'other_numbers': ['2015', '100', '2025']}",moderate,True,True
2020,Nike_2020_Impact_Report.pdf,49,climate,renewable energy,"and Canada usage in well-developed markets, 
ultimately securing renewable energy through a virtual PPA in Texas, which 
went into commercial operation in November 2019","{'percentages': [], 'years': [2019], 'other_numbers': ['2019']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,49,climate,renewable energy,"Some solutions in development include onsite 
renewable energy in Vietnam and Mexico, continued government advocacy 
work on the potential for government approval of a renewable energy power 
purchase pilot program in Vietnam, and multi-brand collaborations in Japan 
and Australia","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,50,climate,renewable energy,"And while it will continue to provide valuable energy 
and emissions savings to suppliers moving forward, NIKE’s current key focus 
is on enabling greater renewable energy use by factories in its supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,50,climate,emissions reduction,"Renewable energy is not only a competitive alternative to fossil fuels in many of 
our key markets, but also provides a significant component necessary to drive 
deep emissions reductions in our supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,50,climate,renewable energy,"We are focused on helping 
suppliers take advantage of these opportunities by leveraging both onsite and 
offsite renewable energy globally","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,50,climate,renewable energy,"For example, a feed-in-tariff in Vietnam – a policy mechanism 
designed to accelerate investment in renewable energy by offering long-term 
contracts with a cost-based compensation scheme – helped incentivize 
more of our suppliers to sign solar contracts prior to the policy’s expiration in 
December 2020","{'percentages': [], 'years': [2020], 'other_numbers': ['2020']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,50,climate,renewable energy,"Continued collaboration with the USAID Vietnam Low 
Emission Energy Program (V-LEEP) involves advocating for policy supporting 
the Vietnamese Government’s renewable energy Direct Power Purchase 
Agreement (DPPA) pilot","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,50,climate,carbon footprint,"New Levers
In addition to the areas highlighted above, we also explored new options for 
lowering our carbon footprint","{'percentages': [], 'years': [], 'other_numbers': []}",weak,False,False
2020,Nike_2020_Impact_Report.pdf,50,climate,emissions reduction,"The biofuel reduced the carbon emissions for those 1,000 
20-foot equivalent units by 84% on a well-to-wheel basis compared with 
conventional fuels, resulting in a carbon emissions reduction of 520 tons 
for NIKE","{'percentages': [84.0], 'years': [], 'other_numbers': ['1000', '20', '84', '520']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,51,circular,recycling,"9% of our manufacturing scraps at our Tier 1 finished goods 
footwear suppliers were diverted from landfills through an integrated strategy 
including waste prevention, recycling, and the conversion of waste to energy 
for powering other industries","{'percentages': [9.0], 'years': [], 'other_numbers': ['9', '1']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,51,transparency,tier 1,"9% of our manufacturing scraps at our Tier 1 finished goods 
footwear suppliers were diverted from landfills through an integrated strategy 
including waste prevention, recycling, and the conversion of waste to energy 
for powering other industries","{'percentages': [9.0], 'years': [], 'other_numbers': ['9', '1']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,51,circular,recycling,"Approximately 7% of the waste that was 
generated was recycled through NIKE’s closed-loop recycling programs, 
38% was recycled into other companies’ products, and 54% went to 
energy recovery","{'percentages': [7.0, 38.0, 54.0], 'years': [], 'other_numbers': ['7', '38', '54']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,51,circular,recycling,"For materials that could not be reused by NIKE in upcoming seasons, we 
identified donation, recycling, and energy conversion alternatives to support 
our target to 100% landfill diversion","{'percentages': [100.0], 'years': [], 'other_numbers': ['100']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,51,circular,waste reduction,"Quantitative Measure
10% reduction in waste index, 
covering FW manufacturing, 
distribution centers, and HQs
Waste Index FW Manufacturing, DCs, HQs
Baseline
100% 97%FY20 Target
90%
Target not met
In FY20, we saw progress across the board in waste reduction within 
our value chain","{'percentages': [10.0, 100.0, 97.0, 90.0], 'years': [], 'other_numbers': ['10', '100', '97', '90']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,51,circular,reuse,"Distribution centers made progress through box reuse and 
reduction","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,52,circular,reuse,"Our program 
reuses corrugated cardboard carton waste for outbound shipments","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,52,circular,recycling,"For example, at two of our largest North America distribution centers 
in Memphis, Tennessee, our landfill diversion performance was negatively 
impacted by facility retrofits of workstations and conveyors, leading to very 
heavy items with no recycling alternative","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,52,circular,Nike Grind,"After three years of work, in 
North America, we went live in July 2019 with our new Nike Grind machine 
at Rebound, our reverse logistics distribution center","{'percentages': [], 'years': [2019], 'other_numbers': ['2019']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,52,circular,circular,"It enables 
us to keep these materials in circulation for as long as possible and is a 
key capability in our drive toward a circular economy","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,52,circular,Nike Grind,"We also worked with a manufacturer to develop custom anti-fatigue mats for 
our distribution centers, made of 30–40% Nike Grind foam and resulting in 
savings per mat and better ergonomics for our teams","{'percentages': [40.0], 'years': [], 'other_numbers': ['30', '40']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,52,circular,refurbished,"EMEA refurbished its 
15-year-old Nike Grind facility, which has increased capacity by more than 
20%","{'percentages': [20.0], 'years': [], 'other_numbers': ['15', '20']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,52,circular,Nike Grind,"The court and surrounding space, covering an area of 600 square meters, 
was created with Nike Grind rubber from our distribution center in Greater 
China, amounting to a total of 45,000 pairs of recycled shoes","{'percentages': [], 'years': [], 'other_numbers': ['600', '45000']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,Nike Grind,"In EMEA, our construction teams co-developed and completed 
multiple projects incorporating Nike Grind into the construction of upgraded 
NIKE workspaces","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,reuse,"Where waste exists, we see it as new potential feedstocks, and are working 
to reuse materials in our own products and for other industries, thereby 
turning waste streams into value streams","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,recycling,"” 
FY14/15 Sustainable Business Report
When we set out goals, we wanted to reduce waste and send zero waste 
to landfills by using materials more efficiently, increasing the recycling of 
factory waste back into our products and other products, and improving 
waste management pathways","{'percentages': [], 'years': [], 'other_numbers': ['15']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,recycled material,"“ 
Nike Grind in China Nike Sport Stores 
In Greater China, NIKE applied recycled materials to the in-store 
environment","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,recycling,"These solutions were enabled by an upgrade in our 
recycling technology – not only rubber material, but now also non-rubber 
material, can be recycled","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,Nike Grind,"For example, Nike Grind rubber is used for flooring, benches, and 
fixtures in China Nike Sport stores, while recycled apparel is made into 
felt board, used for Nike Sport fitting room walls","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,53,circular,recycled material,"Taiwan Beacon and Kicks Lounge stores also use the recycled materials 
in recently opened Taipei XMD Beacon 750 and Nike Kicks Lounge East","{'percentages': [], 'years': [], 'other_numbers': ['750']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,waste reduction,"As we continue to build out and refine manufacturing waste reduction 
systems, we expect to see a progressive decline in waste generation per unit 
of manufactured product, but consumer preferences will continue to be a 
significant variable","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,recycling,"NIKE has virtually eliminated footwear manufacturing waste going to landfill  
or incineration by increasing recycling efforts, converting waste into energy, 
and expanding the Nike Grind program","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,recycling,"This program 
provides a foundation for waste prevention and recycling by establishing 
factory-specific waste reduction and recycling goals, management 
commitment, scrap material segregation and quality management,  
and detailed waste data collection and reporting","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,reuse,"We are committed to 
moving excess footwear and apparel materials up the waste management 
industry’s tried-and-true waste hierarchy (reduce– reuse–recycle) – ultimately 
keeping them out of landfills","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,circular,"Building a Circular Supply Chain
We are on the frontlines of building a circular supply chain to recapture 
footwear and apparel scraps and transform them into recycled materials","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,Nike Grind,"When we can’t close the loop on these 
materials, our Nike Grind program supplies them to other manufacturers that 
use them in a variety of products from sport surfaces to furniture and flooring","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,circular,"We also continued 
our commitment to unlocking the potential of Nike Grind materials through 
collective ideation initiatives like the NIKE Circular Innovation Challenge, which 
inspired over 511 proposals from 58 countries for new Nike Grind products","{'percentages': [], 'years': [], 'other_numbers': ['511', '58']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,54,circular,reuse,"Waste (Metric Tons)
FY15 FY16 FY17 FY18 FY19 FY20
Distribution Centers (DCs) 
Landfilled 2,719 3,117 3,270 3,507 2,895 3,660
Recycled 29,391 29,593 32,687 34,183 35,690 36,422
Composted 247 274 197 219 99 117
Waste to Energy 
Incineration560 715 1,022 1,040 1,374 1,637
Total 32,917 33,699 37,176 38,949 40,058 41,836
HQs
Landfilled 1,626 1,816 1,807 2,105 1,983 2,142
Recycled 2,063 1,708 1,927 2,325 2,345 1,661
Composted 707 1,042 1,157 868 904 1,043
Total 4,396 4,566 4,891 5,298 5,232 4,846
FW Manufacturing62
Reused and 
Recycled- 49,800 48,055 45,887 48,037 46,220
Energy Recovery - 30,356 38,335 45,389 52,049 55,789
Landfilled and 
Incinerated- 5,639 3,550 1,702 58 57
Total - 85,795 89,940 92,978 100,144 102,066
Appendix
Our Approach
20252020
Introduction
FY20 NIKE, Inc","{'percentages': [], 'years': [2025, 2020], 'other_numbers': ['2719', '3117', '3270', '3507', '2895', '3660', '29391', '29593', '32687', '34183', '35690', '36422', '247', '274', '197', '219', '99', '117', '715', '1022', '1040', '1374', '1637', '32917', '33699', '37176', '38949', '40058', '41836', '1626', '1816', '1807', '2105', '1983', '2142', '2063', '1708', '1927', '2325', '2345', '1661', '707', '1042', '1157', '868', '904', '1043', '4396', '4566', '4891', '5298', '5232', '4846', '49800', '48055', '45887', '48037', '46220', '30356', '38335', '45389', '52049', '55789', '5639', '3550', '1702', '58', '57', '85795', '89940', '92978', '100144', '102066', '20252020']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,55,product,sustainable product,"We also discontinued an internal 
scoring system that was intended to drive more sustainable product design 
but proved not to be as effective as we had hoped","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,circular,"Our vision is a circular future in which 
the very concept of waste doesn’t even exist","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,refurbished,"And finally, we will 
increase the amount of finished product waste that is refurbished, recycled, 
or donated","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,Nike Grind,"Globally, 
we eliminated a majority of single-use plastic items from operations, 
converted almost all of our food service/catering operations to reusable 
flatware and cutlery, matured our furniture and food donation programs to  
our local communities, and continued to increase the use of Nike Grind and 
other waste materials in the construction of our new NIKE workplaces","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,recycling,"Integrated Waste Strategy
NIKE has an integrated waste strategy that includes waste reduction, 
recycling, energy recovery, and addressing waste considerations at all stages 
from product creation to manufacturing and our supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,recycling,63  Open Loop Recycling is defined as recycling of our FW waste by third parties into other products,"{'percentages': [], 'years': [], 'other_numbers': ['63']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,Nike Grind,"Results do not account for Nike Grind 
footwear waste data from China, which includes unsellables only","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,55,circular,Nike Grind,"Nike Grind Footwear Waste Volumes Recycled (Metric Tons)
Waste Source Disposal Method FY16 FY17 FY18 FY19 FY20
Post-Industrial (Factory Scrap) Recycled into NIKE Products and 
Recycled by Global Open Loop63 
Customers49,800 48,055 45,887 48,037 46,220
Post-Consumer64 + Unsellables 
(Consumer Shoes + NIKE Samples and 
Defectives)Recycled by Global Open  
Loop62 Customers267 615 534 55 79
Total footwear materials recycled 50,067 48,670 46,430 48,092 46,299Waste
Appendix
Our Approach
20252020
Introduction
FY20 NIKE, Inc","{'percentages': [], 'years': [2025, 2020], 'other_numbers': ['800', '48055', '45887', '48037', '46220', '615', '534', '55', '79', '50067', '48670', '46430', '48092', '46', '20252020']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,56,water,water reduction,"With a strategy based on creating awareness, driving commitment, and 
building capabilities within our supply chain, we hit our FY20 water reduction 
target 18 months early","{'percentages': [], 'years': [], 'other_numbers': ['18']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,56,water,water efficiency,"Looking Back:  
Five Years of Water 
NIKE’s aim is to build a water-resilient source base with world-class 
water efficiency and innovative wastewater management… We are 
working primarily with materials vendors, whose textile dyeing and 
finishing operations are particularly water-intensive, to innovate and 
encourage the adoption of new approaches that reduce water use in our 
supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,56,circular,recycling,"When 
our Global Water Team began by deploying our Water Minimum Program 
internally and by encouraging material vendors (approximately 70% of our 
global materials production) to adopt wastewater recycling, we were met  
with some resistance and skepticism","{'percentages': [70.0], 'years': [], 'other_numbers': ['70']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,56,water,wastewater,"When 
our Global Water Team began by deploying our Water Minimum Program 
internally and by encouraging material vendors (approximately 70% of our 
global materials production) to adopt wastewater recycling, we were met  
with some resistance and skepticism","{'percentages': [70.0], 'years': [], 'other_numbers': ['70']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,56,circular,recycling,"This encouraged more vendors to include wastewater recycling as part of 
their strategic plans without prompting","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,56,water,wastewater,"This encouraged more vendors to include wastewater recycling as part of 
their strategic plans without prompting","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,56,water,water footprint,"Since FY16, our vendors have avoided using a cumulative 40 billion 
liters of freshwater – 12 billion from NIKE’s freshwater footprint, the rest 
from other brands, including our competitors, who source from the same 
suppliers","{'percentages': [], 'years': [], 'other_numbers': ['40', '12']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,56,water,water efficiency,"This water, which would have been used if the water efficiency 
had not improved, is enough to sustain approximately 236,000 Vietnamese 
households for a year","{'percentages': [], 'years': [], 'other_numbers': ['236000']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,water stewardship,"Moving forward, this work will not be  
a formal target within our impact report but will remain a core part of our 
supply chain water stewardship program and our ongoing supply chain  
risk management efforts","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,wastewater,"In terms of freshwater use, we believe that NIKE’s supply chain – and the 
entire footwear and apparel industry – can realize a 90% reduction  
in freshwater with commercially available equipment and properly trained  
water and wastewater treatment operators","{'percentages': [90.0], 'years': [], 'other_numbers': ['90']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,57,water,water reduction,"We are leveraging the momentum created in our supply chain during the 
FY20 target period that enabled us to achieve a 30% freshwater reduction 
to now commit to a FY25 water reduction target (on a liters per kilogram 
basis) of 25% from our FY20 baseline across our strategic materials vendors","{'percentages': [30.0, 25.0], 'years': [], 'other_numbers': ['30', '25']}",strong,False,True
2020,Nike_2020_Impact_Report.pdf,57,circular,recycling,"Because many of these suppliers helped us to exceed our 
FY20 water reduction target, we will focus on capability building with them to 
further optimize their wastewater recycling systems while creating awareness, 
driving commitments and – through both independent efforts and collective 
action – building capabilities within our supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,water reduction,"Because many of these suppliers helped us to exceed our 
FY20 water reduction target, we will focus on capability building with them to 
further optimize their wastewater recycling systems while creating awareness, 
driving commitments and – through both independent efforts and collective 
action – building capabilities within our supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,water efficiency,"Learn More 
2025 Water TargetsFormosa Taffeta in Changshu, China
In FY17, Formosa Taffeta Changshu, a materials vendor, was near 
the bottom of our global ranking in terms of freshwater efficiency","{'percentages': [], 'years': [2025], 'other_numbers': ['2025']}",moderate,True,False
2020,Nike_2020_Impact_Report.pdf,57,circular,recycling,"By the end of FY19, a 
wastewater recycling system had been installed with commercially 
available ultrafiltration and reverse osmosis, culminating in an immediate 
improvement in freshwater efficiency","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,water efficiency,"By the end of FY19, a 
wastewater recycling system had been installed with commercially 
available ultrafiltration and reverse osmosis, culminating in an immediate 
improvement in freshwater efficiency","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,wastewater,"Not 
only did Formosa Taffeta significantly reduce its freshwater use, but the 
facility was also fully compliant with the Zero Discharge of Hazardous 
Chemicals (ZDHC) Wastewater Guideline – an achievement which many 
in the textile industry still do not believe is possible, as increased water 
efficiency results in more concentrated wastewater","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,57,chemicals,ZDHC,"Not 
only did Formosa Taffeta significantly reduce its freshwater use, but the 
facility was also fully compliant with the Zero Discharge of Hazardous 
Chemicals (ZDHC) Wastewater Guideline – an achievement which many 
in the textile industry still do not believe is possible, as increased water 
efficiency results in more concentrated wastewater","{'percentages': [], 'years': [], 'other_numbers': []}",strong,False,False
2020,Nike_2020_Impact_Report.pdf,57,water,water consumption,"67  Water consumption at headquarter facilities increased in FY19 due to campus  
expansion and employee growth","{'percentages': [], 'years': [], 'other_numbers': ['67']}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,58,chemicals,ZDHC,"Qualitative Target
Enable zero discharge of hazardous 
chemicals (ZDHC)
We operate a chemistry program that manages chemicals throughout the 
entire product creation process – from innovation and development, to raw 
material and product manufacturing","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
2020,Nike_2020_Impact_Report.pdf,58,chemicals,restricted substances,"72
Quantitative Measure
100% compliance with NIKE  
Restricted Substance List (RSL)
Tested Material in Compliance with NIKE RSL (%)
Target
100% 98%FY20 Baseline
95%
Target met
At its core, NIKE’s Restricted Substances List (RSL) is a list of restricted 
chemicals, with limits on specific chemical substances","{'percentages': [100.0, 100.0, 98.0, 95.0], 'years': [], 'other_numbers': ['72', '100', '100', '98', '95']}",moderate,False,True
2020,Nike_2020_Impact_Report.pdf,58,chemicals,chemical management,"When we detect a 
chemical that exceeds our RSL standard, we work directly with our suppliers 
to increase chemical management capabilities and remediate the issue, 
ultimately creating a more capable supply chain","{'percentages': [], 'years': [], 'other_numbers': []}",moderate,False,False
